Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_component,binary,binary_separation,time_since_acc_ended,origin,comment,log(H/H(e)),log(H/H(e))e,log(He/H(e)),log(He/H(e))e,log(Li/H(e)),log(Li/H(e))e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,log(Be/H(e)),log(Be/H(e))e,Acc_rate_Be_steady_state,Sinking_time_Be,log(C/H(e)),log(C/H(e))e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,log(N/H(e)),log(N/H(e))e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,log(O/H(e)),log(O/H(e))e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,log(Na/H(e)),log(Na/H(e))e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,log(Mg/H(e)),log(Mg/H(e))e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,log(Al/H(e)),log(Al/H(e))e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,log(Si/H(e)),log(Si/H(e))e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,log(P/H(e)),log(P/H(e))e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,log(S/H(e)),log(S/H(e))e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,log(Cl/H(e)),log(Cl/H(e))e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,log(Ar/H(e)),log(Ar/H(e))e,log(K/H(e)),log(K/H(e))e,Acc_rate_K_steady_state,Sinking_time_K,log(Ca/H(e)),log(Ca/H(e))e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,log(Sc/H(e)),log(Sc/H(e))e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,log(Ti/H(e)),log(Ti/H(e))e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,log(V/H(e)),log(V/H(e))e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,log(Cr/H(e)),log(Cr/H(e))e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,log(Mn/H(e)),log(Mn/H(e))e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,log(Fe/H(e)),log(Fe/H(e))e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,log(Co/H(e)),log(Co/H(e))e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,log(Ni/H(e)),log(Ni/H(e))e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,log(Cu/H(e)),log(Cu/H(e))e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,log(Zn/H(e)),log(Zn/H(e))e,Acc_rate_Zn_steady_state,Sinking_time_Zn,log(Ga/H(e)),log(Ga/H(e))e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,log(Ge/H(e)),log(Ge/H(e))e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,log(As/H(e)),log(As/H(e))e,log(Se/H(e)),log(Se/H(e))e,log(Sr/H(e)),log(Sr/H(e))e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,log(Sn/H(e)),log(Sn/H(e))e,log(I/H(e)),log(I/H(e))e,log(Ba/H(e)),log(Ba/H(e))e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
WD1755+194,Koester 2014,WD1755+194 Koester 2014,25005.0,340.0,7.886,0.089,H,0.575,0.045,269.412191262869,19.4048898081281,Gaia DR3 4551645369227445888,7.355744367,0.038494244,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,"Abundances likely supported by radiative levitation, but recent accretion necessary",,,,,,,,,,,,,,-8.1,0.2,4073.80277804113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,0.2,58884.3655355588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1124-293,Steele 2021,WD 1124-293 Steele 2021,9367.0,,7.99,,H,0.575,,171.788551436567,-29.6697776552924,Gaia DR3 3482983495102507904,29.827,0.0304,,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...25S/abstract,Disc from absorption (Manser et al. 2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,-1.0,,,,,,-7.689,0.024,,,,,,-8.8,-1.0,,,,,,-7.5,-1.0,,,,,,,,,,,,,,,,,,,,,,,-8.0,-1.0,,,-8.872,0.188,,,,,,,,,,,-8.5,-1.0,,,,,,,,,,,,,,,,,,-8.5,-1.0,,,,,,-7.814,0.13,,,,,,,,,,,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J124703.28+493423.60,Genest-Beaulieu 2019,SDSS J124703.28+493423.60 Genest-Beaulieu 2019,15734.0,,7.97,,He,0.575,,191.763647950398,49.5731999694365,Gaia DR3 1567391625404274304,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,,-5.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaia DR3 2759588063311504768,Badenas-Agusti 2023,Gaia DR3 2759588063311504768 Badenas-Agusti 2023,6756.32179629,23.5123378271,7.9746787054,0.0133507623,H,0.575925639,0.0078685465,355.856419912761,8.6239755583075,Gaia DR3 2759588063311504768,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023arXiv231019790B/abstract,Good Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2154+1300,Caron 2023,J2154+1300 Caron 2023,5187.0,20.0,8.011,0.015,H,0.576,0.013,328.627815325854,13.0074361773405,Gaia DR3 1767957488499891968,18.70179309,0.16726999,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ101711.54+344710.5,Blouin 2020,SDSSJ101711.54+344710.5 Blouin 2020,6089.0,183.0,8.004,0.236,He,0.576,0.139,154.298185025582,34.7863742152802,Gaia DR3 752599079099409408,5.926732031,0.5654961,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ122437.07+283853.0,Blouin 2020,SDSSJ122437.07+283853.0 Blouin 2020,4991.0,122.0,8.01,0.074,He,0.576,0.046,186.154330201085,28.6481566999929,Gaia DR3 4010119017615780608,12.35397629,0.2999405,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1144+1218,Caron 2023,J1144+1218 Caron 2023,5345.0,16.0,8.011,0.014,He,0.576,0.013,176.174541108015,12.3081525465383,Gaia DR3 3916712206301454720,19.96314009,0.17590475,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2218+3908,Caron 2023,J2218+3908 Caron 2023,8354.0,24.0,7.999,0.005,He,0.576,0.004,334.504757110475,39.1455234811466,Gaia DR3 1956838712685820544,20.76051796,0.047795128,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1246+1155,Kepler 2021,SDSSJ1246+1155 Kepler 2021,7995.0,88.0,8.016,0.029,He,0.576,0.012,191.625479198466,11.92240050252,Gaia DR3 3928060510626899200,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.301,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 0920+012,Blouin 2022,WD 0920+012 Blouin 2022,6070.0,25.0,7.981,0.013,H,0.577,0.008,140.733605225055,1.052818887212,Gaia DR3 3843957354387777152,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1059B/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.93,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158489319.246111,,
WD0843+516,Koester 2014,WD0843+516 Koester 2014,22412.0,304.0,7.902,0.089,H,0.577,0.047,131.759533467425,51.481486699883,Gaia DR3 1029081452683108480,7.195400319,0.05210203,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,,,,,,,,,,,-7.2,0.1,239883.291901949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,0.1,36307805.4770102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ114441.92+121829.2,Blouin 2020,SDSSJ114441.92+121829.2 Blouin 2020,5320.0,92.0,8.009,0.034,He,0.577,0.021,176.174541108015,12.3081525465383,Gaia DR3 3916712206301454720,19.96314009,0.17590475,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J153417.60+134515.60,Genest-Beaulieu 2019,SDSS J153417.60+134515.60 Genest-Beaulieu 2019,14829.0,,7.98,,He,0.577,,233.573406255629,13.7543073604621,Gaia DR3 1193929989788210944,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,,-6,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaia DR3 396963005168870528,Blouin 2022,Gaia DR3 396963005168870528 Blouin 2022,5005.0,15.0,7.998,0.014,H,0.578,0.009,33.8764516520002,44.8993396511215,Gaia DR3 352179415533582080,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1059B/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.63,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79432823.4724282,,
WD1647+375,Koester 2014,WD1647+375 Koester 2014,22803.0,310.0,7.902,0.089,H,0.578,0.047,252.334581271685,37.4725690809833,Gaia DR3 1351486711809893888,12.7364039,0.02955642,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,,,,,,,,,,,-5.5,0.1,11481536.2149688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2,0.1,2754228.70333817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0900+0331,Kepler 2021,SDSSJ0900+0331 Kepler 2021,7810.0,85.0,8.02,0.051,He,0.578,0.022,135.216342181471,3.5303730736964,Gaia DR3 578379365734698752,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.167,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0905-0154,Caron 2023,J0905-0154 Caron 2023,6701.0,50.0,8.008,0.025,H,0.579,0.021,136.301527017866,-1.9153527688976,Gaia DR3 5763373596110853248,11.64720567,0.15322208,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J072707.40+351429.40,Genest-Beaulieu 2019,SDSS J072707.40+351429.40 Genest-Beaulieu 2019,14761.0,,7.98,,He,0.579,,111.780889160476,35.2414563611136,Gaia DR3 896927954684929408,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,,-5.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD 17,Gentile Fusillo 2017,GD 17 Gentile Fusillo 2017,8300.0,500.0,8.0,,He,0.579,,27.3932153823856,24.0129251673312,Gaia DR3 291186211300158592,22.8938,0.0507,7.26995361883523e+27,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..971G/abstract,,-2.8,0.5,,,,,,,,,,,,,,,,,,,,,,-4.7,-1.0,3367100000.0,,,,,,,,,,,,-7.5,0.1,11000000.0,,,,0.235546038543897,-7.2,-1.0,6500000.0,,,,,-7.2,-1.0,30600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-8.75,0.1,2700000.0,,,,0.057815845824411,,,,,,-10.2,0.2,100000.0,,,,0.002141327623126,,,,,,,,,,,,,,,,,,,,-7.8,0.1,30900000.0,,,,0.661670235546038,,,,,,-9.0,0.2,2000000.0,,,,0.042826552462527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46700000.0,,
WD 1408+029,Blouin 2022,WD 1408+029 Blouin 2022,5595.0,20.0,7.991,0.013,H,0.58,0.008,212.666572557878,2.7536394633408,Gaia DR3 3667514634669861120,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1059B/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199526231.496888,,
G 149-28,Farihi 2009,G 149-28 Farihi 2009,8500.0,,,,H,0.58,,194.942791666667,27.5681444444444,Gaia DR3 1460689760003983232,32.98,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316227766.016838,,
G 166-58,Farihi 2009,G 166-58 Farihi 2009,7400.0,,,,H,0.58,,224.52775,29.6222055555556,Gaia DR3 1281989124439286912,28.57,,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50118723.3627272,,
G 238-44,Farihi 2009,G 238-44 Farihi 2009,20400.0,,,,H,0.58,,204.705041666667,70.2853472222222,Gaia DR3 1686708050268594944,26.5,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316227766.016838,,
PG 1632+177,Farihi 2009,PG 1632+177 Farihi 2009,10000.0,,,,H,0.58,,248.674708333333,17.609325,Gaia DR3 4466388790929771904,25.62,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251188.643150958,,
WD2115-560,Swan 2019,WD2115-560 Swan 2019,9600.0,340.0,7.97,0.08,H,0.58,,319.902218993848,-55.8373515034967,Gaia DR3 6462911897617050240,39.908,0.0196,5.78470305052597e+22,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..202S/abstract,infrared excess from Farihi 2009,,,,,,,,,,,,,,-4.3,-1.0,,,,-4.0,-1.0,,,,-5.0,-1.0,,,,,,,,,,,,,-6.4,0.1,,,,,,-7.6,0.1,,,,,,-6.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,0.1,,,,6296569003.08619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630957344.480194,,
SDSSJ135632.63+241606.0,Blouin 2020,SDSSJ135632.63+241606.0 Blouin 2020,6173.0,133.0,8.01,0.045,He,0.58,0.028,209.135832663014,24.2684079455961,Gaia DR3 1257923215792065152,10.27793727,0.18620342,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.2,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0512-0505,Caron 2023,J0512-0505 Caron 2023,5606.0,21.0,8.017,0.01,He,0.58,0.01,78.0532872489905,-5.0842657133322,Gaia DR3 3211784863301909504,21.28129796,0.10173811,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 0111-102,Coutu 2019,WD 0111-102 Coutu 2019,10480.0,384.0,8.0,0.07,He,0.58,0.04,18.4957745890717,-9.9870380226887,Gaia DR3 2471465301860389120,7.6982294072,0.1363042928,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.19,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.44,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J011646.10+205001.9,Coutu 2019,SDSS J011646.10+205001.9 Coutu 2019,6258.0,33.0,8.02,0.03,He,0.58,0.02,19.1919994202702,20.8340011709968,Gaia DR3 2787507098786135552,13.5869565217,0.1846053875,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.15,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.81,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J021457.89+053653.6,Coutu 2019,SDSS J021457.89+053653.6 Coutu 2019,7492.0,355.0,8.01,0.4,He,0.58,0.26,33.7412074353877,5.614920798638,Gaia DR3 2519877790967868672,3.7160906726,0.8699877829,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.13,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.16,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J025253.20+005439.4,Coutu 2019,SDSS J025253.20+005439.4 Coutu 2019,7433.0,130.0,8.01,0.18,He,0.58,0.11,43.2216627542415,0.9109458102893,Gaia DR3 2499087366116251392,4.870920604,0.5172239122,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.55,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J082502.20+200921.1,Coutu 2019,SDSS J082502.20+200921.1 Coutu 2019,8457.0,397.0,8.0,0.28,He,0.58,0.18,126.259184590531,20.1558577903661,Gaia DR3 663815301863336448,3.6818851252,0.5924093519,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.21,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.89,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J094210.50+074354.8,Coutu 2019,SDSS J094210.50+074354.8 Coutu 2019,9777.0,299.0,8.0,0.2,He,0.58,0.13,145.543794481259,7.7318867217969,Gaia DR3 3854236409423135488,4.6533271289,0.5608244422,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.89,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.35,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
